,namespace,Semana,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Tempo de correção por aluno por questão,Tempo médio entre criação e publicação de AA por questão,Tempo médio entre publicação e ínicio de AA,Porcentagem de visualização de relatórios de AA,Porcentagem de relatórios de AA visualizados por docente
2083,equipe,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2084,equipe,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2085,equipe,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2086,equipe,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2087,equipe,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2088,equipe,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2089,equipe,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2090,equipea,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2091,equipea,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2092,equipea,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2093,equipea,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2094,equipea,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2095,equipea,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2096,equipea,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2097,equipea,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2098,equipea,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2099,equipea,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2100,escolaalpha,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2101,escolaalpha,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2102,escolaalpha,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2103,escolaalpha,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2104,escolaalpha,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2105,escolaalpha,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2106,escolaalpha,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2107,escolaalpha,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2108,escolaalpha,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2109,escolaalpha,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2110,escolacastanheiras,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2111,escolacastanheiras,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2112,escolacastanheiras,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2113,escolacastanheiras,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2114,escolacastanheiras,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2115,escolacastanheiras,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2116,escolacastanheiras,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2117,escolacastanheiras,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2118,escolacastanheiras,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2119,escolacastanheiras,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2120,escolacastanheiras,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2121,escolacastanheiras,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2122,escolacastanheiras,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2123,escoladofuturo,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2124,escoladofuturo,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2125,escoladofuturo,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2126,escoladofuturo,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2127,escoladofuturo,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2128,escoladofuturo,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2129,escoladofuturo,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2130,escoladofuturo,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2131,escoladofuturo,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2132,escoladofuturo,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2133,escoladofuturo,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2134,escoladomingossavio,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2135,escoladomingossavio,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2136,escoladomingossavio,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2137,escoladomingossavio,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2138,escoladomingossavio,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2139,escoladomingossavio,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2140,escoladomingossavio,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2141,escoladomingossavio,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2142,escoladomingossavio,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2143,escoladomingossavio,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2144,escolaidaam,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2145,escolaidaam,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2146,escolaidaam,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2147,escolaidaam,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2148,escolaidaam,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2149,escolaidaam,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2150,escolaidaam,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2151,escolaidaam,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2152,escolaidaam,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2153,escolaidaam,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2154,escolaidaam,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2155,escolainternacional,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2156,escolainternacional,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2157,escolainternacional,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2158,escolainternacional,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2159,escolainternacional,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2160,escolainternacional,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2161,escolainternacional,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2162,escolainternacional,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2163,escolainternacional,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2164,escolainternacional,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2165,escolainternacional,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2166,escolajardimdasnacoes,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2167,escolajardimdasnacoes,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2168,escolajardimdasnacoes,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2169,escolajardimdasnacoes,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2170,escolajardimdasnacoes,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2171,escolajardimdasnacoes,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2172,escolajardimdasnacoes,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2173,escolajardimdasnacoes,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2174,escolajardimdasnacoes,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2175,escolajardimdasnacoes,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2176,escolapresbiterianadecanal,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2177,escolapresbiterianadecanal,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2178,escolapresbiterianadecanal,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2179,escolapresbiterianadecanal,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2180,escolapresbiterianadecanal,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2181,escolapresbiterianadecanal,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2182,escolapresbiterianadecanal,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2183,escolapresbiterianadecanal,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2184,escolapresbiterianadecanal,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2185,escolapresbiterianadecanal,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2186,escreva,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2187,escreva,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2188,escreva,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2189,escreva,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2190,escreva,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2191,escreva,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2192,escreva,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2193,escreva,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2194,escreva,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2195,escreva,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2196,esmg,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2197,esmg,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2198,esmg,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2199,esmg,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2200,esmg,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2201,esmg,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2202,esmg,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2203,esmg,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2204,esmg,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2205,esmg,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2206,esmg,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2207,estantemagica,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2208,estreladamanha,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2209,forumcultural,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2210,forumcultural,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2211,forumcultural,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2212,forumcultural,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2213,forumcultural,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2214,forumcultural,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2215,forumcultural,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2216,forumcultural,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2217,forumcultural,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2218,forumcultural,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2219,forumcultural,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2220,franciscanopioxii,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2221,franciscanopioxii,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2222,franciscanopioxii,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2223,franciscanopioxii,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2224,franciscanopioxii,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2225,franciscanopioxii,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2226,franciscanopioxii,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2227,franciscanopioxii,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2228,franciscanopioxii,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2229,franciscanopioxii,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2230,franciscanopioxii,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2231,francobrasileiro,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2232,francobrasileiro,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2233,francobrasileiro,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2234,francobrasileiro,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2235,francobrasileiro,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2236,francobrasileiro,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2237,fundacaobradesco,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2238,fundacaobradesco,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2239,fundacaobradesco,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2240,fundacaobradesco,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2241,fundacaobradesco,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2242,fundacaobradesco,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2243,fundacaobradesco,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2244,fundacaobradesco,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2245,fundacaobradesco,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2246,fundacaobradesco,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2247,galois,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2248,galois,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2249,galois,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2250,galois,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2251,galois,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2252,galois,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2253,galois,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2254,galois,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2255,galois,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2256,galois,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2257,gaylussac,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2258,gaylussac,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2259,gaylussac,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2260,gaylussac,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2261,gaylussac,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2262,gaylussac,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2263,gaylussac,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2264,gaylussac,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2265,gaylussac,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2266,gaylussac,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2267,gaylussac,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2268,grandepasso,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2269,grandepasso,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2270,grandepasso,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2271,grandepasso,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2272,grandepasso,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2273,grandepasso,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2274,grandepasso,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2275,grandepasso,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2276,grandepasso,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2277,grandepasso,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2278,grandepasso,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2279,idb,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2280,idb,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2281,idb,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2282,idb,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2283,idb,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2284,idb,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2285,idb,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2286,idb,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2287,idb,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2288,idb,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2289,idb,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2290,igmk,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2291,igmk,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2292,igmk,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2293,igmk,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2294,igmk,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2295,igmk,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2296,igmk,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2297,igmk,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2298,igmk,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2299,igmk,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2300,imaculada,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2301,imaculada,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2302,imaculada,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2303,imaculada,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2304,imaculada,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2305,imaculada,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2306,imaculada,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2307,imaculada,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2308,imaculada,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2309,imaculada,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2310,imaculada,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2311,implantacao,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2312,implantacao,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2313,implantacao,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2314,implantacao,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2315,implantacao,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2316,implantacao,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2317,implantacao,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2318,implantacao,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2319,implantacao,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2320,implantacao,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2321,implantacao,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2322,implantacao,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2323,institutoauxiliadoradf,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2324,institutoauxiliadoradf,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2325,institutoauxiliadoradf,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2326,institutoauxiliadoradf,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2327,institutoauxiliadoradf,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2328,institutoauxiliadoradf,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2329,institutoauxiliadoradf,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2330,institutoauxiliadoradf,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2331,institutoauxiliadoradf,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2332,institutoauxiliadoradf,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2333,institutoideia,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2334,institutoideia,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2335,institutoideia,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2336,institutoideia,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2337,institutoideia,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2338,institutoideia,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2339,institutoideia,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2340,institutoideia,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2341,institutoideia,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2342,institutoideia,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2343,institutomariaauxiliadora,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2344,institutomariaauxiliadora,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2345,institutomariaauxiliadora,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2346,institutomariaauxiliadora,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2347,institutomariaauxiliadora,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2348,institutomariaauxiliadora,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2349,institutomariaauxiliadora,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2350,institutomariaauxiliadora,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2351,institutomariaauxiliadora,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2352,institutomariaauxiliadora,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2353,institutosaojose,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2354,institutosaojose,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2355,institutosaojose,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2356,institutosaojose,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2357,institutosaojose,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2358,institutosaojose,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2359,institutosaojose,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2360,institutosaojose,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2361,institutosaojose,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2362,integra,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2363,invictus,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2364,isemear,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2365,isemear,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2366,isemear,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2367,isemear,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2368,isemear,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2369,isemear,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2370,isemear,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2371,isemear,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2372,isemear,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2373,isemear,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2374,ismart,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2375,ismart,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2376,ismart,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2377,ismart,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2378,ismart,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2379,ismart,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2380,ismart,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2381,ismart,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2382,ismart,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2383,ismart,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2384,ismart,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2385,jardimsaopaulo,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2386,jardimsaopaulo,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2387,jardimsaopaulo,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2388,jardimsaopaulo,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2389,jardimsaopaulo,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2390,jardimsaopaulo,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2391,jardimsaopaulo,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2392,jardimsaopaulo,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2393,jardimsaopaulo,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2394,jeanpiaget,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2395,jeanpiaget,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2396,jeanpiaget,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2397,jeanpiaget,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2398,jeanpiaget,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2399,jeanpiaget,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2400,jeanpiaget,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2401,jeanpiaget,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2402,jeanpiaget,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2403,jeanpiaget,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2404,jeanpiaget,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2405,josemelo,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2406,josepiaulino,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2407,lasalleaguasclaras,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2408,lasalleaguasclaras,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2409,lasalleaguasclaras,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2410,lasalleaguasclaras,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2411,lasalleaguasclaras,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2412,lasalleaguasclaras,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2413,lasalleaguasclaras,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2414,lasalleaguasclaras,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2415,lasalleaguasclaras,33.0,0.0,0.0,0.0,0,0,0,0.0,1.0
2416,lasalleaguasclaras,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2417,lasallesp,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2418,lasallesp,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2419,lasallesp,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2420,lasallesp,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2421,lasallesp,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2422,lasallesp,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2423,lasallesp,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2424,lasallesp,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2425,lasallesp,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2426,lasallesp,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2427,lerote,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2428,lerote,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
