,namespace,Porcentagem de exercícios de AAs em relatórios de AD,Média de exercícios em relatórios de AD por turma,Nº de AAs aplicadas da estante,Porcentagem de AAs com classificação de habilidades iniciada,Porcentagem de AAs com classificação de habilidades finalizada,Porcentagem de AAs com classificação de habilidades finalizada (ao menos foi iniciada),Porcentagem de visualização dos relatórios de AD por alunos,Porcentagem de professores que visualizaram relatórios de AD,Porcentagem de administradores que visualizaram relatórios de AD
599,sociedadebread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,palasatena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,venceslauchaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,vieirasantos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,vicentecravo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,viaquatro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,vetor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,vestibularcidadao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,vertice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,veramagaldi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,veracruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,vcmakercmf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,sociedadeevangelica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,vcmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,valsaab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,valdemiracoelho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,uri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,universos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,universitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,universitario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,viladainfanciaeusebio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,viladainfanciafortaleza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,vilagustavo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,vilaolimpia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,zefinharibeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,zecarioca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,zacariasliberato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,yduqs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,xvdenovembro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,www,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,wererockingitbabe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,walfridocampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,vmcursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,vitaldidonet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,vitalbrazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,visaorecife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,virgempoderosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,vilasezamo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,unilan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,unificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,uniaomissnorte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,testematheus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,testehabilitacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,testegracie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,testedequartadois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,teste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,tesadsajda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,teacherjh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,tadeubio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,tabernaculo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,superacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,sscc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,spe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,sosmamaecoruja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,soniamariaos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,sonhodecrianca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,solarcursinho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,testelemann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,testeteste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,uniao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,testetvveconquista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,unevale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,unbidiomasjapones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,umnomequalquer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,ultimavezeuespero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,ulbraconcordia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,ufrpe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,ubm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,tvve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,tutorio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,tomasdeaquino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,todalicao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,tiquinhodegente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,tiathais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,tialo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,tiaanamaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,theclub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,positivosantamaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,presbiterianadogama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,presbiterianacastanheira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,presbfmc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,presbericocardoso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,preparavest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,preparatec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,potenciacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,positivosemeador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,positivopassocerto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,sap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,positivomaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,positivojunior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,positivojoinville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,positivojardimambiental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,positivoboavista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,positivoaguaverde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,portalsas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,presbiterianajdsaovicente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,presbiterianoaraguaia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,presbiterianodepiumhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,presbiterianomacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,professor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,profdelano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,profcrisfranco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,prodteste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,prisma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,principius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,principedapaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,primeiromundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,primeirachance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,presbpatominas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,presbjuina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,presbiterianotatui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,presbiterianopresidenteprudente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,populardeteresina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,polisguimarania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,peretz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,pequenosamuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,pentagonomorumbi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,pentagono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,pensemac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,pedromurilo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,pedrogeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,pedrocamelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,pedacinhodoceu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,paulovi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,paulofreire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,patronatoitapaje,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,paroquial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,paraisodosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,palmares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,peresguimaraes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,perpetuosocorro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,poiujkl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,pertinhodanatureza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,podion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,pluricrecheescola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,plurecrecheescola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,plural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,playpen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,pioxii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,phoenixeducacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,professoradechines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,professorflavio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,professorgilberto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,santamariace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,santamarcelina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,santahelena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,santacruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,santaamalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,salesianodosalvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,saladeaula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,saladacristiane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,sagrado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,ruthgomesfigueira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,ruibarbosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,rosanaponte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,rosadesaron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,riscorabisco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,riobrancocampinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,santamaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,renascereducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,santarita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,saosebastiao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,saoroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,saomiguelbh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,saomateus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,saoluiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,saojosecaxiasdosul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,saojose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,saojoao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,saodomingos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,saobento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,santoantoniojesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,santoamericoteste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,santoagostinhomg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,santoagostinholeblon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,santoagostinho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,santaterezinha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,ricaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,renascer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,professorgirao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,rainhadapaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,radial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,querobolsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,pvv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,purissimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,pulamuralha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,puccampinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,providencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,projetovida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,projetogauss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,projetodeventoempopa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,profrichard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,profgilberto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,professorsemfronteiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,raimundoalves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,raiodesol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,renascenca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,raizeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,renanbrito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,renan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,relacionamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,reginacoelirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,reges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,redhouseschool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,redeprojecao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,redemarista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,redeisaacnewton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,redeinspira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,redefilhasdejesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,redecaminhodosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,redeapogeu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,recriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,recantointerativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,rcaidiomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,estreladamanha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,escreva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,estadualcoelho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,chegadeficartestando,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,classea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,ckadima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,cieb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,cidadaniaevida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,cicrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,cicerofranklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,christianschool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,certus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,chamberlain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,cfsantoantonio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,cfc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,cevangelicoagj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,cetec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,ceteb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,cesemeando,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,cesc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,click,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,clubedopimpolho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,cmc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,colconcordia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,colbatistadecamamu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,colband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,cognita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,coebb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,cocsjcampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,cocrenascenca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,cocaraucaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,cnsr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,cnsditabira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,cnsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,cnecnovamutum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,cnec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,cmpalmas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,cmirj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,cesaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,cermac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,colegioabre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,celp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,ceivanilsoncosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,ceiparaty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,cei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,cegetsemani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,cefquinzetaguatinga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,cefnorte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,ceescolita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,ceribeirogil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,ceebetel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,cedecisivo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,cecriativus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,cecriacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,cecgama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,cecb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,cec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,cemanoelgoncalves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,cemaristasaojose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,ceme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,cemi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,cepvilhena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,cepseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,ceprojetar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,cepquinzedenovembro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,cepe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,cepaulofreire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,cep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,centroraiodesol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,centroeducacionalaviv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,centroeaviv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,centroarcadenoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,centrinhoplanaltina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,censaparecida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,censacampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,cemundomagico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,cemonza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,cemj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,colediosagrado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,colegioacm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,cebeijaflor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,colegioemilie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,colegioevoluir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,colegioevolucaoce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,colegioeverest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,colegioestrutural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,colegioequipevicosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,colegioequipern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,colegioeneum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,colegioelshadai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,colegiodimensao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,colegioeducare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,colegioeccos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,colegiodosjesuitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
